#gen	response_time	SLA_penalty	overload_penalty	power_consumption	best_sol
471	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
472	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
473	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
474	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
475	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
476	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
477	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
478	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
479	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
480	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
481	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
482	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
483	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
484	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
485	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
486	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
487	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
488	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
489	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
490	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
491	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
492	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
493	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
494	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
495	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
496	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
497	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
498	2.198287306329376	0.0	0.0	3.4546	"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
499	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
500	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
501	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
502	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
503	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
504	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
505	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
506	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
507	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
508	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
509	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
510	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
511	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
512	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
513	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
514	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
515	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
516	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
517	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
518	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
519	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
520	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
521	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
522	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
523	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
524	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
525	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
526	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
527	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
528	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
529	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
530	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
531	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
532	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
533	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
534	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
535	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
536	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
537	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
538	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
539	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
540	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
541	2.198287306329376	0.0	0.0	3.4546	"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
542	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
543	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
544	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
545	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
546	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
547	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
548	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
549	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
550	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
551	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
552	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
553	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
554	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
555	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
556	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
557	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
558	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
559	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
560	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
561	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
562	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
563	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
564	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
565	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
566	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
567	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
568	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
569	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
570	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
571	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
572	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
573	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
574	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
575	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
576	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
577	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
578	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
579	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
580	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
581	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
582	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
583	2.198287306329376	0.0	0.0	3.4546	"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
584	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
585	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
586	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
587	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
588	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
589	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
590	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
591	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
592	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
593	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
594	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
595	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
596	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
597	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
598	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
599	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
600	2.198287306329376	0.0	0.0	3.4546	"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
